|       | 007 Racing                                                                                      | Electronic Arts               | PlayStation | 2000 | North America
|       | Sled Storm                                                                                      | Electronic Arts               | PlayStation | 1999 | North America
|       | Sled Storm / Need for Speed III: Hot Pursuit / NASCAR Rumble - Collector's Edition              | Electronic Arts               | PlayStation | 2002 | North America
|       | Slim Jim & 989 Studios Demo Disc                                                                | 989 Studios                   | PlayStation | 1999 | North America
|       | Slots                                                                                           | Activision                    | PlayStation | 2003 | North America
|       | Small Soldiers                                                                                  | Electronic Arts               | PlayStation | 1998 | North America
|       | Smurf Racer!                                                                                    | Infogrames                    | PlayStation | 2001 | North America
|       | Smurfs, The                                                                                     | Infogrames                    | PlayStation | 1999 | North America
|       | SnoCross Championship Racing                                                                    | Crave                         | PlayStation | 2000 | North America
|       | Snowboarding                                                                                    | A1 Games                      | PlayStation | 2000 | North America
|       | Sol Divide                                                                                      | XS Games                      | PlayStation | 2003 | North America
|       | Sorcerer's Maze                                                                                 | XS Games                      | PlayStation | 2003 | North America
|       | Soul Blade                                                                                      | Namco                         | PlayStation | 1997 | North America
|       | Soul of the Samurai                                                                             | Konami                        | PlayStation | 1999 | North America
|       | South Park                                                                                      | Acclaim                       | PlayStation | 1999 | North America
|       | South Park Rally                                                                                | Acclaim                       | PlayStation | 1999 | North America
|       | South Park: Chef's Luv Shack                                                                    | Acclaim                       | PlayStation | 1999 | North America
|       | Soviet Strike                                                                                   | Electronic Arts               | PlayStation | 1996 | North America
|       | Space Griffon VF-9                                                                              | ATLUS                         | PlayStation | 1995 | North America
|       | Space Hulk: Vengeance of the Blood Angels                                                       | Electronic Arts               | PlayStation | 1996 | North America
|       | Space Invaders                                                                                  | Activision                    | PlayStation | 1999 | North America
|       | Space Jam                                                                                       | Acclaim                       | PlayStation | 1996 | North America
|       | Spawn: The Eternal                                                                              | SCEA                          | PlayStation | 1997 | North America
|       | Spec Ops: Airborne Commando                                                                     | Gotham Games                  | PlayStation | 2002 | North America
|       | Spec Ops: Covert Assault                                                                        | Take-Two Interactive          | PlayStation | 2001 | North America
|       | Spec Ops: Ranger Elite                                                                          | Take-Two Interactive          | PlayStation | 2001 | North America
|       | Spec Ops: Stealth Patrol                                                                        | Take-Two Interactive          | PlayStation | 2000 | North America
|       | Speed Punks                                                                                     | SCEA                          | PlayStation | 2000 | North America
|       | Speed Racer                                                                                     | Jaleco Entertainment          | PlayStation | 1998 | North America
|       | Speedball 2100                                                                                  | Take-Two Interactive          | PlayStation | 2000 | North America
|       | Spice World                                                                                     | Psygnosis                     | PlayStation | 1998 | North America
|       | Spider-Man                                                                                      | Activision                    | PlayStation | 2000 | North America
|       | Spider-Man 2: Enter: Electro                                                                    | Activision                    | PlayStation | 2001 | North America
|       | Spider: The Video Game                                                                          | BMG Interactive Entertainment | PlayStation | 1997 | North America
|       | Spin Jam                                                                                        | Empire Interactive            | PlayStation | 2000 | North America
|       | SpongeBob SquarePants: SuperSponge                                                              | THQ                           | PlayStation | 2001 | North America
|       | Sports Car GT                                                                                   | Electronic Arts               | PlayStation | 1999 | North America
|       | Sports Superbike 2                                                                              | Mud Duck Productions          | PlayStation | 2002 | North America
|       | Spot Goes to Hollywood                                                                          | Virgin Interactive            | PlayStation | 1996 | North America
|       | Spyro 2: Ripto's Rage & Crash Team Racing Demo CD                                               | SCEA                          | PlayStation | 2000 | North America
|       | Spyro 2: Ripto's Rage!                                                                          | SCEA                          | PlayStation | 1999 | North America
|       | Spyro Collector's Edition                                                                       | SCEA                          | PlayStation | 2002 | North America
|       | Spyro the Dragon                                                                                | SCEA                          | PlayStation | 1998 | North America
|       | Spyro: Year of the Dragon                                                                       | SCEA                          | PlayStation | 2000 | North America
|       | Squaresoft on PlayStation Collector's CD                                                        | SquareSoft                    | PlayStation | 1997 | North America
|       | Star Fighter                                                                                    | Acclaim                       | PlayStation | 1996 | North America
|       | Star Gladiator Episode I - Final Crusade                                                        | Capcom                        | PlayStation | 1996 | North America
|       | Star Ocean: The Second Story                                                                    | Enix Corporation              | PlayStation | 1999 | North America
|       | Star Trek: Invasion                                                                             | Activision                    | PlayStation | 2000 | North America
|       | Star Wars Episode I: Jedi Power Battles                                                         | LucasArts                     | PlayStation | 2000 | North America
|       | Star Wars: Dark Forces                                                                          | LucasArts                     | PlayStation | 1996 | North America
|       | Star Wars: Demolition                                                                           | LucasArts                     | PlayStation | 2000 | North America
|       | Star Wars: Episode I The Phantom Menace                                                         | LucasArts                     | PlayStation | 1999 | North America
|       | Star Wars: Masters of Teras Kasi                                                                | LucasArts                     | PlayStation | 1997 | North America
|       | Star Wars: Rebel Assault II - The Hidden Empire                                                 | LucasArts                     | PlayStation | 1996 | North America
|       | Starblade Alpha                                                                                 | Namco                         | PlayStation | 1996 | North America
|       | Starwinder: The Ultimate Space Race                                                             | Mindscape Inc.                | PlayStation | 1996 | North America
|       | Steel Harbinger                                                                                 | Mindscape Inc.                | PlayStation | 1996 | North America
|       | Steel Reign                                                                                     | SCEA                          | PlayStation | 1997 | North America
|       | Story Lane Theater 1                                                                            | Lightspan                     | PlayStation | 1996 | North America
|       | Story Lane Theater 2                                                                            | Lightspan                     | PlayStation | 1996 | North America
|       | Story Lane Theater 3                                                                            | Lightspan                     | PlayStation | 1996 | North America
|       | Story Lane Theater 4                                                                            | Lightspan                     | PlayStation | 1996 | North America
|       | Story Lane Theater 5                                                                            | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 1: Match-A-Batch                                                                    | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 2: Matchamania!                                                                     | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 3: Title This! Title That!                                                          | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 4: Titlerama!                                                                       | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 5: Parallel Lives!                                                                  | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 6: Analogy-ology!                                                                   | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 7: Riddle Roundup!                                                                  | Lightspan                     | PlayStation | 1996 | North America
|       | Str.at.e.s. 8: Riddle Wrangler!                                                                 | Lightspan                     | PlayStation | 1996 | North America
|       | Streak: Hoverboard Racing                                                                       | GT Interactive                | PlayStation | 1998 | North America
|       | Street Fighter Alpha 2                                                                          | Capcom                        | PlayStation | 1996 | North America
|       | Street Fighter Alpha 3                                                                          | Capcom                        | PlayStation | 1999 | North America
|       | Street Fighter Alpha: Warriors' Dreams                                                          | Capcom                        | PlayStation | 1995 | North America
|       | Street Fighter Collection                                                                       | Capcom                        | PlayStation | 1997 | North America
|       | Street Fighter Collection 2                                                                     | Capcom                        | PlayStation | 1998 | North America
|       | Street Fighter EX Plus Alpha                                                                    | Capcom                        | PlayStation | 1997 | North America
|       | Street Fighter EX2 Plus                                                                         | Capcom                        | PlayStation | 1999 | North America
|       | Street Fighter: The Movie                                                                       | Acclaim                       | PlayStation | 1995 | North America
|       | Street Racer                                                                                    | Ubisoft                       | PlayStation | 1996 | North America
|       | Street Racquetball                                                                              | Agetec Inc.                   | PlayStation | 2003 | North America
|       | Street Sk8er                                                                                    | Electronic Arts               | PlayStation | 1999 | North America
|       | Street Sk8er 2                                                                                  | Electronic Arts               | PlayStation | 2000 | North America
|       | Strider 2                                                                                       | Capcom                        | PlayStation | 2000 | North America
|       | Strike Point                                                                                    | Technos                       | PlayStation | 1996 | North America
|       | Striker 96                                                                                      | Acclaim                       | PlayStation | 1996 | North America
|       | Striker Pro 2000                                                                                | Infogrames                    | PlayStation | 2000 | North America
|       | Strikers 1945                                                                                   | Agetec Inc.                   | PlayStation | 2001 | North America
|       | Stuart Little 2                                                                                 | SCEA                          | PlayStation | 2002 | North America
|       | Suikoden                                                                                        | Konami                        | PlayStation | 1996 | North America
|       | Suikoden II                                                                                     | Konami                        | PlayStation | 1999 | North America
|       | Super Bubble Pop                                                                                | Jaleco Entertainment          | PlayStation | 2002 | North America
|       | Super Puzzle Fighter II Turbo                                                                   | Capcom                        | PlayStation | 1996 | North America
|       | Super Shot Soccer                                                                               | Tecmo                         | PlayStation | 2002 | North America
|       | Superbike 2000                                                                                  | EA Sports                     | PlayStation | 2000 | North America
|       | Supercross                                                                                      | EA Sports                     | PlayStation | 2000 | North America
|       | Supercross 2000                                                                                 | Electronic Arts               | PlayStation | 1999 | North America
|       | Supercross Circuit                                                                              | 989 Sports                    | PlayStation | 1999 | North America
|       | Superstar Dance Club: #1 Hits!!!                                                                | XS Games                      | PlayStation | 2002 | North America
|       | Surf Riders                                                                                     | Ubisoft                       | PlayStation | 2000 | North America
|       | Swagman                                                                                         | Eidos Interactive             | PlayStation | 1997 | North America
|       | Sydney 2000                                                                                     | Eidos Interactive             | PlayStation | 2000 | North America
|       | Syndicate Wars                                                                                  | Electronic Arts               | PlayStation | 1997 | North America
|       | Syphon Filter                                                                                   | 989 Studios                   | PlayStation | 1999 | North America
|       | Syphon Filter 2                                                                                 | 989 Studios                   | PlayStation | 2000 | North America
|       | Syphon Filter 3                                                                                 | SCEA                          | PlayStation | 2001 | North America
|       | T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy                                      | SunSoft                       | PlayStation | 1999 | North America
|       | T'ai Fu: Wrath of the Tiger                                                                     | Activision                    | PlayStation | 1999 | North America
|       | Tactics Ogre                                                                                    | ATLUS                         | PlayStation | 1998 | North America
|       | Tail Concerto                                                                                   | ATLUS                         | PlayStation | 1999 | North America
|       | Tail of the Sun                                                                                 | SCEA                          | PlayStation | 1997 | North America
|       | Take Immediate Action                                                                           | SCEA                          | PlayStation | 1997 | North America
|       | Tales of Destiny                                                                                | Namco                         | PlayStation | 1998 | North America
|       | Tales of Destiny II                                                                             | Namco                         | PlayStation | 2001 | North America
|       | Tall Infinity                                                                                   | Agetec Inc.                   | PlayStation | 2003 | North America
|       | Team Buddies                                                                                    | Midway                        | PlayStation | 2000 | North America
|       | Team Losi RC Racer                                                                              | Fox Interactive               | PlayStation | 1998 | North America
|       | Tecmo Stackers                                                                                  | Tecmo                         | PlayStation | 1997 | North America
|       | Tecmo Super Bowl                                                                                | Tecmo                         | PlayStation | 1996 | North America
|       | Tecmo World Golf                                                                                | Tecmo                         | PlayStation | 1996 | North America
|       | Tecmo's Deception: Invitation to Darkness                                                       | Tecmo                         | PlayStation | 1996 | North America
|       | Tekken                                                                                          | Namco                         | PlayStation | 1995 | North America
|       | Tekken 2                                                                                        | Namco                         | PlayStation | 1996 | North America
|       | Tekken 3                                                                                        | Namco                         | PlayStation | 1998 | North America
|       | Tempest X3                                                                                      | Interplay                     | PlayStation | 1996 | North America
|       | Ten Pin Alley                                                                                   | ASC Games                     | PlayStation | 1996 | North America
|       | Tenchu 2: Birth of the Stealth Assassins                                                        | Activision                    | PlayStation | 2000 | North America
|       | Tenchu: Stealth Assassins                                                                       | Activision                    | PlayStation | 1998 | North America
|       | Tennis                                                                                          | Agetec Inc.                   | PlayStation | 2001 | North America
|       | Tennis Arena                                                                                    | Ubisoft                       | PlayStation | 1998 | North America
|       | Test Drive 4                                                                                    | Accolade                      | PlayStation | 1997 | North America
|       | Test Drive 5                                                                                    | Accolade                      | PlayStation | 1998 | North America
|       | Test Drive 6                                                                                    | Infogrames                    | PlayStation | 1999 | North America
|       | Test Drive Le Mans                                                                              | Infogrames                    | PlayStation | 2000 | North America
|       | Test Drive: Off-Road                                                                            | Accolade                      | PlayStation | 1997 | North America
|       | Test Drive: Off-Road 2                                                                          | Accolade                      | PlayStation | 1998 | North America
|       | Test Drive: Off-Road 3                                                                          | Infogrames                    | PlayStation | 1999 | North America
|       | Tetris Plus                                                                                     | Jaleco Entertainment          | PlayStation | 1996 | North America
|       | Theme Hospital                                                                                  | Electronic Arts               | PlayStation | 1998 | North America
|       | Theme Park                                                                                      | Electronic Arts               | PlayStation | 1995 | North America
|       | Thousand Arms                                                                                   | ATLUS                         | PlayStation | 1999 | North America
|       | Thrasher Presents: Skate and Destroy                                                            | Rockstar Games                | PlayStation | 1999 | North America
|       | Threads of Fate                                                                                 | Square EA                     | PlayStation | 2000 | North America
|       | Three Decoders 1: Riddle of the Ring, The                                                       | Lightspan                     | PlayStation | 1998 | North America
|       | Three Decoders 2: Key to the Carousel, The                                                      | Lightspan                     | PlayStation | 1998 | North America
|       | Three Stooges, The                                                                              | Metro3D                       | PlayStation | 2004 | North America
|       | Thunder Force V: Perfect System                                                                 | Working Designs               | PlayStation | 1998 | North America
|       | Thunder Truck Rally                                                                             | Psygnosis                     | PlayStation | 1997 | North America
|       | Thunderstrike 2                                                                                 | U.S. Gold                     | PlayStation | 1995 | North America
|       | Tiger Woods 99 PGA Tour Golf                                                                    | Electronic Arts               | PlayStation | 1998 | North America
|       | Tiger Woods PGA Tour 2000                                                                       | Electronic Arts               | PlayStation | 1999 | North America
|       | Tiger Woods PGA Tour Golf                                                                       | EA Sports                     | PlayStation | 2000 | North America
|       | TigerShark                                                                                      | GT Interactive                | PlayStation | 1997 | North America
|       | Tigger's Honey Hunt                                                                             | NewKidCo                      | PlayStation | 2000 | North America
|       | Time Commando                                                                                   | Activision                    | PlayStation | 1996 | North America
|       | Time Crisis                                                                                     | Namco                         | PlayStation | 1997 | North America
|       | Time Crisis: Project Titan                                                                      | Namco                         | PlayStation | 2001 | North America
|       | Timeless Jade Trade                                                                             | Lightspan                     | PlayStation | 1998 | North America
|       | Tiny Tank                                                                                       | SCEA                          | PlayStation | 1999 | North America
|       | Tiny Toon Adventures: Plucky's Big Adventure                                                    | Conspiracy Entertainment      | PlayStation | 2001 | North America
|       | Tiny Toon Adventures: The Great Beanstalk                                                       | NewKidCo                      | PlayStation | 1998 | North America
|       | Tiny Toon Adventures: Toonenstein - Dare to Scare                                               | Vatical Entertainment         | PlayStation | 1999 | North America
|       | Titan A.E.                                                                                      | Fox Interactive               | PlayStation | 2000 | North America
|       | TNN Motor Sports Hardcore 4x4                                                                   | ASC Games                     | PlayStation | 1996 | North America
|       | TNN Motor Sports Hardcore TR                                                                    | ASC Games                     | PlayStation | 1999 | North America
|       | Tobal No. 1                                                                                     | SCEA                          | PlayStation | 1996 | North America
|       | TOCA 2 Touring Car Challenge                                                                    | Codemasters                   | PlayStation | 1999 | North America
|       | TOCA Championship Racing                                                                        | 3DO                           | PlayStation | 1998 | North America
|       | Tokyo Highway Battle                                                                            | Jaleco Entertainment          | PlayStation | 1996 | North America
|       | Tom and Jerry in House Trap                                                                     | Mattel                        | PlayStation | 2000 | North America
|       | Tom Clancy's Rainbow Six                                                                        | Red Storm Entertainment       | PlayStation | 1999 | North America
|       | Tom Clancy's Rainbow Six: Lone Wolf                                                             | Ubisoft                       | PlayStation | 2002 | North America
|       | Tom Clancy's Rainbow Six: Rogue Spear                                                           | Red Storm Entertainment       | PlayStation | 2001 | North America
|       | Tomb Raider                                                                                     | Eidos Interactive             | PlayStation | 1996 | North America
|       | Tomb Raider Chronicles                                                                          | Eidos Interactive             | PlayStation | 2000 | North America
|       | Tomb Raider Collector's Edition                                                                 | Eidos Interactive             | PlayStation | 2002 | North America
|       | Tomb Raider II                                                                                  | Eidos Interactive             | PlayStation | 1997 | North America
|       | Tomb Raider III: Adventures of Lara Croft                                                       | Eidos Interactive             | PlayStation | 1998 | North America
|       | Tomb Raider: The Last Revelation                                                                | Eidos Interactive             | PlayStation | 1999 | North America
|       | Tomba!                                                                                          | SCEA                          | PlayStation | 1998 | North America
|       | Tomba! 2: The Evil Swine Return                                                                 | SCEA                          | PlayStation | 1999 | North America
|       | Tonka Space Station                                                                             | Hasbro Interactive            | PlayStation | 2000 | North America
|       | Tony Hawk's Pro Skater                                                                          | Activision                    | PlayStation | 1999 | North America
|       | Tony Hawk's Pro Skater 2                                                                        | Activision                    | PlayStation | 2000 | North America
|       | Tony Hawk's Pro Skater 3                                                                        | Activision                    | PlayStation | 2001 | North America
|       | Tony Hawk's Pro Skater 4                                                                        | Activision                    | PlayStation | 2002 | North America
|       | Top Gun: Fire at Will!                                                                          | Spectrum Holobyte             | PlayStation | 1996 | North America
|       | Total Eclipse Turbo                                                                             | Crystal Dynamics              | PlayStation | 1995 | North America
|       | Toy Story 2: Buzz Lightyear to the Rescue!                                                      | Activision                    | PlayStation | 1999 | North America
|       | Toy Story Racer                                                                                 | Activision                    | PlayStation | 2001 | North America
|       | Toys R Us Interactive CD Sampler Disc                                                           | SCEA                          | PlayStation | 1998 | North America
|       | Transformers: Beast Wars Transmetals                                                            | Bam Entertainment             | PlayStation | 2000 | North America
|       | Trap Gunner: Countdown to Oblivion                                                              | ATLUS                         | PlayStation | 1998 | North America
|       | Treasures of the Deep                                                                           | Namco                         | PlayStation | 1997 | North America
|       | Trick'N Snowboarder                                                                             | Capcom                        | PlayStation | 1999 | North America
|       | Triple Play 2000                                                                                | EA Sports                     | PlayStation | 1999 | North America
|       | Triple Play 2001                                                                                | EA Sports                     | PlayStation | 2000 | North America
|       | Triple Play 97                                                                                  | Electronic Arts               | PlayStation | 1996 | North America
|       | Triple Play 98                                                                                  | Electronic Arts               | PlayStation | 1997 | North America
|       | Triple Play 99                                                                                  | EA Sports                     | PlayStation | 1998 | North America
|       | Triple Play Baseball                                                                            | EA Sports                     | PlayStation | 2001 | North America
|       | True Pinball                                                                                    | Acclaim                       | PlayStation | 1996 | North America
|       | Tunnel B1                                                                                       | Acclaim                       | PlayStation | 1996 | North America
|       | Turbo Prop Racing                                                                               | SCEA                          | PlayStation | 1998 | North America
|       | Turnabout                                                                                       | Natsume                       | PlayStation | 2003 | North America
|       | Twin Pack: Driver / Driver 2                                                                    | Infogrames                    | PlayStation | 2004 | North America
|       | Twisted Metal                                                                                   | SCEA                          | PlayStation | 1995 | North America
|       | Twisted Metal 2                                                                                 | SCEA                          | PlayStation | 1996 | North America
|       | Twisted Metal 4                                                                                 | 989 Studios                   | PlayStation | 1999 | North America
|       | Twisted Metal III                                                                               | 989 Studios                   | PlayStation | 1998 | North America
|       | Twisted Metal Small Brawl                                                                       | SCEA                          | PlayStation | 2001 | North America
|       | Tyco R/C: Assault with a Battery                                                                | Mattel                        | PlayStation | 2013 | North America
|       | Ultimate 8 Ball                                                                                 | THQ                           | PlayStation | 1999 | North America
|       | Ultimate Brain Games                                                                            | Telegames, Inc.               | PlayStation | 2003 | North America
|       | Ultimate Fighting Championship                                                                  | Crave                         | PlayStation | 2000 | North America
|       | Um Jammer Lammy                                                                                 | SCEA                          | PlayStation | 1999 | North America
|       | Unholy War, The                                                                                 | Eidos Interactive             | PlayStation | 1998 | North America
|       | Uprising X                                                                                      | 3DO                           | PlayStation | 1998 | North America
|       | Urban Chaos                                                                                     | Eidos Interactive             | PlayStation | 2000 | North America
|       | V-Tennis                                                                                        | Acclaim                       | PlayStation | 1996 | North America
|       | Vagrant Story                                                                                   | Square EA                     | PlayStation | 2000 | North America
|       | Valkyrie Profile                                                                                | Enix Corporation              | PlayStation | 2000 | North America
|       | Vampire Hunter D                                                                                | Jaleco Entertainment          | PlayStation | 2000 | North America
|       | Vanark                                                                                          | Jaleco Entertainment          | PlayStation | 2000 | North America
|       | Vandal Hearts                                                                                   | Konami                        | PlayStation | 1997 | North America
|       | Vandal Hearts II                                                                                | Konami                        | PlayStation | 1999 | North America
|       | Vanguard Bandits                                                                                | Working Designs               | PlayStation | 2000 | North America
|       | Vanishing Point                                                                                 | Acclaim                       | PlayStation | 2001 | North America
|       | Vegas Games 2000                                                                                | 3DO                           | PlayStation | 1999 | North America
|       | Viewpoint                                                                                       | Electronic Arts               | PlayStation | 1995 | North America
|       | Vigilante 8                                                                                     | Activision                    | PlayStation | 1998 | North America
|       | Vigilante 8: 2nd Offense                                                                        | Activision                    | PlayStation | 1999 | North America
|       | VIP Starring Pamela Anderson as Vallery Irons                                                   | Ubisoft                       | PlayStation | 2001 | North America
|       | Virtual Kasparov                                                                                | Titus Software                | PlayStation | 2001 | North America
|       | Virtual Pool                                                                                    | Interplay                     | PlayStation | 1997 | North America
|       | Virtual Pool 3                                                                                  | XS Games                      | PlayStation | 2003 | North America
|       | Viva Soccer                                                                                     | Virgin Interactive            | PlayStation | 1999 | North America
|       | Viva Soccer                                                                                     | Virgin Interactive            | PlayStation | 1999 | North America
|       | VMX Racing                                                                                      | Playmates                     | PlayStation | 1997 | North America
|       | VR Baseball '97                                                                                 | Interplay                     | PlayStation | 1997 | North America
|       | VR Baseball 99                                                                                  | Interplay                     | PlayStation | 1998 | North America
|       | VR Golf '97                                                                                     | VR Sports                     | PlayStation | 1996 | North America
|       | VR Soccer '96                                                                                   | Interplay                     | PlayStation | 1996 | North America
|       | VR Sports Powerboat Racing                                                                      | Interplay                     | PlayStation | 1998 | North America
|       | Vs.                                                                                             | THQ                           | PlayStation | 1997 | North America
|       | Walt Disney World Quest: Magical Racing Tour                                                    | Eidos Interactive             | PlayStation | 2000 | North America
|       | Walt Disney's The Jungle Book: Rhythm N'Groove                                                  | Ubisoft                       | PlayStation | 2000 | North America
|       | War Gods                                                                                        | Midway                        | PlayStation | 1997 | North America
|       | Warcraft II: The Dark Saga                                                                      | Electronic Arts               | PlayStation | 1997 | North America
|       | WarGames: DefCon 1                                                                              | MGM Interactive               | PlayStation | 1998 | North America
|       | Warhammer: Dark Omen                                                                            | Electronic Arts               | PlayStation | 1998 | North America
|       | Warhammer: Shadow of the Horned Rat                                                             | SSI                           | PlayStation | 1996 | North America
|       | Warhawk                                                                                         | SCEA                          | PlayStation | 1995 | North America
|       | WarJetz                                                                                         | 3DO                           | PlayStation | 2001 | North America
|       | WarPath: Jurassic Park                                                                          | Electronic Arts               | PlayStation | 1999 | North America
|       | Warriors of Might and Magic                                                                     | 3DO                           | PlayStation | 2001 | North America
|       | Warzone 2100                                                                                    | Eidos Interactive             | PlayStation | 1999 | North America
